,Ticker,Name
KF,KF,"Korea Fund, Inc. (The) New"
KFS,KFS,"Kingsway Financial Services, Inc."
KIO,KIO,KKR Income Opportunities Fund
KKR,KKR,KKR & Co. Inc.
KMB,KMB,Kimberly-Clark Corporation
KMF,KMF,"Kayne Anderson Midstream Energy Fund, Inc"
KNOP,KNOP,KNOT Offshore Partners LP Common
KOF,KOF,Coca Cola Femsa S.A.B. de C.V.  American
KOS,KOS,Kosmos Energy Ltd.
KR,KR,Kroger Company (The)
KRA,KRA,Kraton Corporation
KRG,KRG,Kite Realty Group Trust
KRP,KRP,Kimbell Royalty Partners Common
KSM,KSM,DWS Strategic Municipal Income Trust
KTH,KTH,Structures Products Cp
KTN,KTN,Structured Products Corp
KWR,KWR,Quaker Chemical Corporation
KYN,KYN,Kayne Anderson MLP/Midstream Investment Company
L,L,Loews Corporation
LAD,LAD,"Lithia Motors, Inc."
LAIX,LAIX,LAIX Inc. American
LB,LB,"L Brands, Inc."
LC,LC,LendingClub Corporation
LCI,LCI,Lannett Co Inc
LDL,LDL,"Lydall, Inc."
LDP,LDP,Cohen & Steers Limited Duration
LEAF,LEAF,Leaf Group Ltd.
LEE,LEE,"Lee Enterprises, Incorporated"
LEO,LEO,"BNY Mellon Strategic Municipals, Inc."
LGVW,LGVW,Longview Acquisition Corp.
LHX,LHX,L
LII,LII,"Lennox International, Inc."
LINX,LINX,Linx S.A. American
LL,LL,"Lumber Liquidators Holdings, Inc"
LM,LM,"Legg Mason, Inc."
LMND,LMND,"Lemonade, Inc."
LN,LN,LINE Corporation American
LOAK,LOAK,Live Oak Acquisition Corp.
LPI,LPI,"Laredo Petroleum, Inc."
LPL,LPL,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES"
LRN,LRN,K
LUB,LUB,"Luby's, Inc."
LXFR,LXFR,Luxfer Holdings PLC Ordinary
LXU,LXU,"LSB Industries, Inc."
LYG,LYG,Lloyds Banking Group Plc American
LYV,LYV,"Live Nation Entertainment, Inc."
M,M,Macy's Inc
MAA,MAA,"Mid-America Apartment Communities, Inc."
MAIN,MAIN,Main Street Capital Corporation
MANU,MANU,Manchester United Ltd.
MAS,MAS,Masco Corporation
MBI,MBI,MBIA Inc.
MBT,MBT,Mobile TeleSystems PJSC
MCC,MCC,Medley Capital Corporation
MCD,MCD,McDonald's Corporation
MD,MD,"Mednax, Inc."
MDLA,MDLA,"Medallia, Inc."
MDLQ,MDLQ,Medley LLC
MDLY,MDLY,Medley Management Inc.
MDP,MDP,Meredith Corporation
MEC,MEC,"Mayville Engineering Company, Inc."
MEN,MEN,"Blackrock MuniEnhanced Fund, Inc"
MFA,MFA,"MFA Financial, Inc."
MFGP,MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh
MFV,MFV,MFS Special Value Trust
MG,MG,Mistras Group Inc
MGY,MGY,Magnolia Oil & Gas Corporation
MHD,MHD,"Blackrock MuniHoldings Fund, Inc."
MHE,MHE,BlackRock Massachusetts Tax-Exempt Trust
MHF,MHF,"Western Asset Municipal High Income Fund, Inc."
MHN,MHN,"Blackrock MuniHoldings New York Quality Fund, Inc."
MIC,MIC,Macquarie Infrastructure Corporation
MIE,MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc."
MIN,MIN,MFS Intermediate Income Trust
MITT,MITT,"AG Mortgage Investment Trust, Inc."
MIY,MIY,"Blackrock MuniYield Michigan Quality Fund, Inc."
MKL,MKL,Markel Corporation
MLP,MLP,"Maui Land & Pineapple Company, Inc."
MMC,MMC,"Marsh & McLennan Companies, Inc."
MMT,MMT,MFS Multimarket Income Trust
MNK,MNK,Mallinckrodt plc Ordinary
MNR,MNR,Monmouth Real Estate Investment Corporation
MO,MO,"Altria Group, Inc."
MOD,MOD,Modine Manufacturing Company
MODN,MODN,"Model N, Inc."
MOGU,MOGU,MOGU Inc. American
MOS,MOS,Mosaic Company (The)
MOV,MOV,Movado Group Inc.
MPC,MPC,Marathon Petroleum Corporation
MPLX,MPLX,MPLX LP Common
MPX,MPX,Marine Products Corporation
MQT,MQT,"Blackrock MuniYield Quality Fund II, Inc."
MQY,MQY,"Blackrock MuniYield Quality Fund, Inc."
MRC,MRC,MRC Global Inc.
MS,MS,Morgan Stanley
MSA,MSA,MSA Safety Incorporated
MSC,MSC,"Studio City International Holdings Limited American depositary shares, each representing four"
MSCI,MSCI,MSCI Inc
MSGE,MSGE,Madison Square Garden Entertainment Corp.
MSGN,MSGN,MSG Networks Inc.
MSGS,MSGS,Madison Square Garden Sports Corp.
MSI,MSI,"Motorola Solutions, Inc."
MT,MT,Arcelor Mittal NY Registry
MTCN,MTCN,ArcelorMittal
MTL,MTL,Mechel PAO American
MTOR,MTOR,"Meritor, Inc."
MTT,MTT,Western Asset Municipal Defined Opportunity Trust Inc
MTW,MTW,"Manitowoc Company, Inc. (The)"
MUA,MUA,"Blackrock MuniAssets Fund, Inc"
MUC,MUC,"Blackrock MuniHoldings California Quality Fund, Inc."
MUH,MUH,"Blackrock MuniHoldings Fund II, Inc."
MUI,MUI,Blackrock Muni Intermediate Duration Fund Inc
MUR,MUR,Murphy Oil Corporation
MUS,MUS,"Blackrock MuniHoldings Quality Fund, Inc"
MUX,MUX,McEwen Mining Inc.
MVC,MVC,"MVC Capital, Inc."
MVT,MVT,"Blackrock MuniVest Fund II, Inc."
MX,MX,MagnaChip Semiconductor Corporation
MXF,MXF,"Mexico Fund, Inc. (The)"
MXL,MXL,"MaxLinear, Inc."
MYC,MYC,"Blackrock MuniYield California Fund, Inc."
MYD,MYD,"Blackrock MuniYield Fund, Inc."
MYOV,MYOV,Myovant Sciences Ltd.
NAD,NAD,Nuveen Quality Municipal Income Fund
NAV,NAV,Navistar International Corporation
NBB,NBB,Nuveen Taxable Municipal Income Fund
NBHC,NBHC,National Bank Holdings Corporation
NBR,NBR,Nabors Industries Ltd.
NCLH,NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary
NDP,NDP,"Tortoise Energy Independence Fund, Inc."
NE,NE,Noble Corporation Ordinary
NEP,NEP,"NextEra Energy Partners, LP Common"
NET,NET,"Cloudflare, Inc."
NEV,NEV,Nuveen Enhanced Municipal Value Fund
NEW,NEW,Puxin Limited American
NEWR,NEWR,"New Relic, Inc."
NEX,NEX,NexTier Oilfield Solutions Inc.
NEXA,NEXA,Nexa Resources S.A.
NFG,NFG,National Fuel Gas Company
NFH,NFH,New Frontier Health Corporation Ordinary
NGG,NGG,"National Grid Transco, PLC National Grid PLC (NEW) American"
NGL,NGL,NGL ENERGY PARTNERS LP Common
NGS,NGS,"Natural Gas Services Group, Inc."
NGVT,NGVT,Ingevity Corporation
NHA,NHA,Nuveen Municipal
NHF,NHF,NexPoint Strategic Opportunities Fund
NIE,NIE,AllianzGI Equity & Convertible Income Fund
NINE,NINE,"Nine Energy Service, Inc."
NIO,NIO,"NIO Inc. American depositary shares, each  representing one"
NIQ,NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund
NLS,NLS,"Nautilus, Inc."
NLSN,NLSN,Nielsen N.V. Ordinary
NLY,NLY,Annaly Capital Management Inc
NM,NM,Navios Maritime Holdings Inc.
NMCO,NMCO,Nuveen Municipal Credit Opportunities Fund
NMFC,NMFC,New Mountain Finance Corporation
NMI,NMI,"Nuveen Municipal Income Fund, Inc."
NMM,NMM,Navios Maritime Partners LP Common
NMS,NMS,Nuveen Minnesota Quality Municipal Income Fund 
NMZ,NMZ,Nuveen Municipal High Income Opportunity Fund
NNA,NNA,Navios Maritime Acquisition Corporation Common stock
NOA,NOA,North American Construction Group Ltd.
NOC,NOC,Northrop Grumman Corporation
NOK,NOK,Nokia Corporation Sponsored American
NOV,NOV,"National Oilwell Varco, Inc."
NOVA,NOVA,Sunnova Energy International Inc.
NPV,NPV,Nuveen Virginia Quality Municipal Income Fund
NR,NR,"Newpark Resources, Inc."
NREF,NREF,"NexPoint Real Estate Finance, Inc."
NRGX,NRGX,PIMCO Energy and Tactical Credit Opportunities Fund
NRP,NRP,Natural Resource Partners LP Limited Partnership
NRUC,NRUC,National Rural Utilities Cooperative Finance Corporation
NRZ,NRZ,New Residential Investment Corp.
NS,NS,Nustar Energy L.P.  Common
NSA,NSA,National Storage Affiliates Trust
NSCO,NSCO,"Nesco Holdings, Inc."
NSL,NSL,Nuveen Senior Income Fund
NSS,NSS,"NuStar Logistics, L.P."
NTCO,NTCO,Natura &Co Holding S.A. American
NTG,NTG,"Tortoise Midstream Energy Fund, Inc."
NTP,NTP,Nam Tai Property Inc.
NUO,NUO,Nuveen Ohio Quality Municipal Income Fund
NUW,NUW,Nuveen AMT-Free Municipal Value Fund
NVG,NVG,Nuveen AMT-Free Municipal Credit Income Fund 
NVGS,NVGS,Navigator Holdings Ltd. Ordinary
NVR,NVR,"NVR, Inc."
NVRO,NVRO,Nevro Corp.
NVTA,NVTA,Invitae Corporation
NWHM,NWHM,New Home Company Inc. (The)
NWN,NWN,Northwest Natural Holding Company
NX,NX,Quanex Building Products Corporation
NXP,NXP,Nuveen Select Tax Free Income Portfolio
NYT,NYT,New York Times Company (The)
NZF,NZF,Nuveen Municipal Credit Income Fund 
OAC,OAC,Oaktree Acquisition Corp.
OC,OC,Owens Corning Inc
OCFT,OCFT,"OneConnect Financial Technology Co., Ltd. American"
OCN,OCN,Ocwen Financial Corporation NEW
OGE,OGE,OGE Energy Corp
OGS,OGS,"ONE Gas, Inc."
OI,OI,"O-I Glass, Inc."
OIA,OIA,Invesco Municipal Income Opportunities Trust
OII,OII,"Oceaneering International, Inc."
OIS,OIS,"Oil States International, Inc."
OLN,OLN,Olin Corporation
OMC,OMC,Omnicom Group Inc.
OMI,OMI,"Owens & Minor, Inc."
ONDK,ONDK,"On Deck Capital, Inc."
ONE,ONE,OneSmart International Education Group Limited ADS
ONTO,ONTO,Onto Innovation Inc.
OOMA,OOMA,"Ooma, Inc."
OPP,OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc."
OR,OR,Osisko Gold Royalties Ltd
ORC,ORC,"Orchid Island Capital, Inc."
ORI,ORI,Old Republic International Corporation
ORN,ORN,"Orion Group Holdings, Inc. Common"
OSB,OSB,Norbord Inc.
OSK,OSK,Oshkosh Corporation (Holding Company)
OTIS,OTIS,Otis Worldwide Corporation
OVV,OVV,Ovintiv Inc. (DE)
OXM,OXM,"Oxford Industries, Inc."
OXY,OXY,Occidental Petroleum Corporation
PAA,PAA,"Plains All American Pipeline, L.P."
PAC,PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing"
PACD,PACD,Pacific Drilling S.A.
PACK,PACK,Ranpak Holdings Corp
PAGP,PAGP,"Plains Group Holdings, L.P."
PAI,PAI,Western Asset Investment Grade Income Fund Inc.
PANW,PANW,"Palo Alto Networks, Inc."
PAR,PAR,PAR Technology Corporation
PARR,PARR,"Par Pacific Holdings, Inc."
PAYC,PAYC,"Paycom Software, Inc."
PB,PB,"Prosperity Bancshares, Inc."
PBB,PBB,Prospect Capital Corporation
PBF,PBF,PBF Energy Inc.
PBI,PBI,Pitney Bowes Inc.
PBR,PBR,Petroleo Brasileiro S.A.- Petrobras
PCG,PCG,Pacific Gas & Electric Co.
PCGU,PCGU,Pacific Gas & Electric Co. Equity Unit
PCI,PCI,PIMCO Dynamic Credit and Mortgage Income Fund
PCPL,PCPL,CC Neuberger Principal Holdings I
PD,PD,"PagerDuty, Inc."
PDI,PDI,PIMCO Dynamic Income Fund
PDS,PDS,Precision Drilling Corporation
PDT,PDT,John Hancock Premium Dividend Fund
PE,PE,"Parsley Energy, Inc."
PEAK,PEAK,"Healthpeak Properties, Inc."
PEB,PEB,Pebblebrook Hotel Trust
PEI,PEI,Pennsylvania Real Estate Investment Trust
PFGC,PFGC,Performance Food Group Company
PFN,PFN,PIMCO Income Strategy Fund II
PG,PG,Procter & Gamble Company (The)
PGRE,PGRE,"Paramount Group, Inc."
PGZ,PGZ,Principal Real Estate Income Fund
PHK,PHK,Pimco High Income Fund Pimco High Income Fund
PHR,PHR,"Phreesia, Inc."
PHT,PHT,Pioneer High Income Trust
PHX,PHX,Panhandle Oil and Gas Inc
PIC,PIC,Pivotal Investment Corporation II
PII,PII,Polaris Inc.
PIM,PIM,Putnam Master Intermediate Income Trust
PINE,PINE,"Alpine Income Property Trust, Inc."
PING,PING,Ping Identity Holding Corp.
PINS,PINS,"Pinterest, Inc."
PIPR,PIPR,Piper Sandler Companies
PJH,PJH,"Prudential Financial, Inc."
PK,PK,Park Hotels & Resorts Inc.
PKO,PKO,Pimco Income Opportunity Fund
PLAN,PLAN,"Anaplan, Inc."
PLNT,PLNT,"Planet Fitness, Inc."
PLT,PLT,"Plantronics, Inc."
PLYM,PLYM,"Plymouth Industrial REIT, Inc."
PM,PM,Philip Morris International Inc
PMM,PMM,Putnam Managed Municipal Income Trust
PMO,PMO,Putnam Municipal Opportunities Trust
PMT,PMT,PennyMac Mortgage Investment Trust
POST,POST,"Post Holdings, Inc."
PPG,PPG,"PPG Industries, Inc."
PPL,PPL,PPL Corporation
PPX,PPX,"PPL Capital Funding, Inc."
PQG,PQG,PQ Group Holdings Inc.
PRA,PRA,ProAssurance Corporation
PRO,PRO,"PROS Holdings, Inc."
PRSP,PRSP,Perspecta Inc.
PRTY,PRTY,Party City Holdco Inc.
PSF,PSF,Cohen & Steers Select
PSTG,PSTG,"Pure Storage, Inc."
PSTL,PSTL,"Postal Realty Trust, Inc."
PSV,PSV,Hermitage Offshore Services Ltd. Ordinary
PVH,PVH,PVH Corp.
PYS,PYS,Merrill Lynch Depositor Inc PPlus Tr Ser RRD-
PYT,PYT,PPlus Tr GSC-
QEP,QEP,"QEP Resources, Inc."
QES,QES,Quintana Energy Services Inc.
QGEN,QGEN,Qiagen N.V.
QTS,QTS,"QTS Realty Trust, Inc."
QTWO,QTWO,Q
QUAD,QUAD,"Quad Graphics, Inc"
QUOT,QUOT,Quotient Technology Inc.
QVCC,QVCC,"QVC, Inc."
R,R,"Ryder System, Inc."
RA,RA,Brookfield Real Assets Income Fund Inc.
RAD,RAD,Rite Aid Corporation
RAMP,RAMP,"LiveRamp Holdings, Inc."
RBC,RBC,Regal Beloit Corporation
RBS,RBS,Royal Bank of Scotland Group Plc New (The) ADS
RC,RC,Ready Capital Corproation
RCA,RCA,Ready Capital Corporation
RCUS,RCUS,"Arcus Biosciences, Inc."
RENN,RENN,Renren Inc. American
RES,RES,"RPC, Inc."
RESI,RESI,Front Yard Residential Corporation
REV,REV,"Revlon, Inc. New"
REVG,REVG,"REV Group, Inc."
REX,REX,REX American Resources Corporation
REXR,REXR,"Rexford Industrial Realty, Inc."
REZI,REZI,"Resideo Technologies, Inc."
RFL,RFL,"Rafael Holdings, Inc."
RFM,RFM,"RiverNorth Flexible Municipal Income Fund, Inc."
RFP,RFP,Resolute Forest Products Inc.
RGS,RGS,Regis Corporation
RGT,RGT,"Royce Global Value Trust, Inc."
RH,RH,RH
RIG,RIG,Transocean Ltd (Switzerland)
RIV,RIV,"RiverNorth Opportunities Fund, Inc."
RLGY,RLGY,Realogy Holdings Corp.
RLH,RLH,Red Lions Hotels Corporation
RMED,RMED,"Ra Medical Systems, Inc."
RMG,RMG,RMG Acquisition Corp.
RMI,RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc."
RMM,RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc."
RNG,RNG,"RingCentral, Inc."
RNR,RNR,RenaissanceRe Holdings Ltd.
RPLA,RPLA,Replay Acquisition Corp. Ordinary
RRC,RRC,Range Resources Corporation
RRD,RRD,R.R. Donnelley & Sons Company
RSG,RSG,"Republic Services, Inc."
RST,RST,"Rosetta Stone Rosetta Stone, Inc."
RTX,RTX,Raytheon Technologies Corporation
RVLV,RVLV,"Revolve Group, Inc."
RWT,RWT,"Redwood Trust, Inc."
RYAM,RYAM,Rayonier Advanced Materials Inc.
RYB,RYB,"RYB Education, Inc. American depositary shares, each representing one"
RYCE,RYCE,Amira Nature Foods Ltd Ordinary
RYI,RYI,Ryerson Holding Corporation
SA,SA,"Seabridge Gold, Inc. Ordinary"
SAF,SAF,Saratoga Investment Corp
SAH,SAH,"Sonic Automotive, Inc."
SAIC,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
SAIL,SAIL,"SailPoint Technologies Holdings, Inc."
SALT,SALT,Scorpio Bulkers Inc.
SAP,SAP,SAP  SE ADS
SB,SB,"Safe Bulkers, Inc"
SBBA,SBBA,Scorpio Tankers Inc.
SBE,SBE,Switchback Energy Acquisition Corporation
SBH,SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.)"
SBR,SBR,Sabine Royalty Trust
SBSW,SBSW,D/B/A Sibanye-Stillwater Limited ADS
SCA,SCA,Stellus Capital Investment Corporation
SCPE,SCPE,SC Health Corporation
SCVX,SCVX,SCVX Corp.
SD,SD,"SandRidge Energy, Inc."
SE,SE,Sea Limited American
SEAS,SEAS,"SeaWorld Entertainment, Inc."
SEE,SEE,Sealed Air Corporation
SEM,SEM,Select Medical Holdings Corporation
SFL,SFL,SFL Corporation Ltd
SFTW,SFTW,Osprey Technology Acquisition Corp.
SFUN,SFUN,Fang Holdings Limited American
SHLL,SHLL,Tortoise Acquisition Corp.
SHLX,SHLX,"Shell Midstream Partners, L.P. Common"
SHO,SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc."
SHOP,SHOP,Shopify Inc.
SI,SI,Silvergate Capital Corporation
SIG,SIG,Signet Jewelers Limited
SII,SII,Sprott Inc.
SIX,SIX,Six Flags Entertainment Corporation New
SJIU,SJIU,"South Jersey Industries, Inc. Corporate"
SJW,SJW,SJW Group
SKT,SKT,"Tanger Factory Outlet Centers, Inc."
SKX,SKX,"Skechers U.S.A., Inc."
SKY,SKY,Skyline Champion Corporation
SLB,SLB,Schlumberger N.V.
SLCA,SLCA,"U.S. Silica Holdings, Inc."
SLQT,SLQT,"SelectQuote, Inc."
SM,SM,SM Energy Company
SMAR,SMAR,Smartsheet Inc.
SMHI,SMHI,SEACOR Marine Holdings Inc.
SMLP,SMLP,"Summit Midstream Partners, LP Common"
SMM,SMM,Salient Midstream
SNAP,SNAP,Snap Inc.
SOAC,SOAC,Sustainable Opportunities Acquisition Corp.
SOGO,SOGO,Sogou Inc. American
SOJA,SOJA,Southern Company (The) Series
SOL,SOL,Renesola Ltd. American Depsitary
SOR,SOR,"Source Capital, Inc."
SOS,SOS,SOS Limited American
SPAQ,SPAQ,Spartan Energy Acquisition Corp
SPB,SPB,"Spectrum Brands Holdings, Inc."
SPCE,SPCE,"Virgin Galactic Holdings, Inc."
SPE,SPE,"Special Opportunities Fund, Inc"
SPG,SPG,"Simon Property Group, Inc."
SPLP,SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT
SPN,SPN,"Superior Energy Services, Inc."
SPOT,SPOT,Spotify Technology S.A. Ordinary
SQNS,SQNS,Sequans Communications S.A. American
SRG,SRG,Seritage Growth Properties
SRL,SRL,Scully Royalty Ltd.
SRT,SRT,"StarTek, Inc."
SRV,SRV,Cushing MLP & Infrastructure Total Return Fund
STG,STG,Sunlands Technology Group American
STK,STK,Columbia Seligman Premium Technology Growth Fund Inc
STON,STON,StoneMor Inc.
SUN,SUN,Sunoco LP Common
SUP,SUP,"Superior Industries International, Inc."
SUZ,SUZ,Suzano S.A. American
SWN,SWN,Southwestern Energy Company
SWT,SWT,"Stanley Black & Decker, Inc. Corporate Unit"
SXC,SXC,"SunCoke Energy, Inc."
SXT,SXT,Sensient Technologies Corporation
SYF,SYF,Synchrony Financial
SZC,SZC,Cushing NextGen Infrastructure Income Fund
TAC,TAC,TransAlta Corporation Ordinary
TAL,TAL,TAL Education Group American
TAP,TAP,Molson Coors Beverage Company
TBI,TBI,"TrueBlue, Inc."
TCI,TCI,"Transcontinental Realty Investors, Inc."
TCO,TCO,"Taubman Centers, Inc."
TCP,TCP,"TC PipeLines, LP Common"
TCRW,TCRW,"THL Credit, Inc."
TDA,TDA,"Telephone and Data Systems, Inc."
TDG,TDG,Transdigm Group Incorporated Transdigm Group Inc.
TDI,TDI,"Telephone and Data Systems, Inc. Sr Nt"
TDOC,TDOC,"Teladoc Health, Inc."
TDW,TDW,Tidewater Inc.
TDY,TDY,Teledyne Technologies Incorporated
TEAF,TEAF,Tortoise Essential Assets Income Term Fund
TEF,TEF,Telefonica SA
TEI,TEI,"Templeton Emerging Markets Income Fund, Inc."
TEN,TEN,Tenneco Inc.
TEO,TEO,Telecom Argentina SA
TEVA,TEVA,Teva Pharmaceutical Industries Limited American
TFC,TFC,Truist Financial Corporation
TFII,TFII,TFI International Inc.
TGI,TGI,"Triumph Group, Inc."
THC,THC,Tenet Healthcare Corporation
THGA,THGA,"The Hanover Insurance Group, Inc."
THQ,THQ,Tekla Healthcare Opportunies Fund
THR,THR,"Thermon Group Holdings, Inc."
THS,THS,"Treehouse Foods, Inc."
THW,THW,Tekla World Healthcare Fund
TISI,TISI,"Team, Inc."
TK,TK,Teekay Corporation
TLI,TLI,Western Asset Corporate Loan Fund Inc
TLRD,TLRD,"Tailored Brands, Inc."
TMHC,TMHC,Taylor Morrison Home Corporation
TMST,TMST,TimkenSteel Corporation
TNP,TNP,Tsakos Energy Navigation Ltd
TOT,TOT,Total S.A.
TPC,TPC,Tutor Perini Corporation
TPR,TPR,"Tapestry, Inc."
TPRE,TPRE,Third Point Reinsurance Ltd.
TPZ,TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc"
TREC,TREC,Trecora Resources
TRGP,TRGP,"Targa Resources, Inc."
TRNE,TRNE,Trine Acquisition Corp.
TROX,TROX,Tronox Holdings plc Ordinary
TRQ,TRQ,Turquoise Hill Resources Ltd. Ordinary
TRTX,TRTX,"TPG RE Finance Trust, Inc."
TS,TS,Tenaris S.A. American
TSM,TSM,Taiwan Semiconductor Manufacturing Company Ltd.
TSQ,TSQ,"Townsquare Media, Inc."
TT,TT,Trane Technologies plc
TTI,TTI,"Tetra Technologies, Inc."
TTP,TTP,"Tortoise Pipeline & Energy Fund, Inc."
TU,TU,Telus Corporation Ordinary
TUFN,TUFN,Tufin Software Technologies Ltd. Ordinary
TUP,TUP,Tupperware Brands Corporation
TVC,TVC,Tennessee Valley Authority
TWI,TWI,"Titan International, Inc. (DE)"
TWLO,TWLO,Twilio Inc.
TWO,TWO,Two Harbors Investment Corp
TXT,TXT,Textron Inc.
TYG,TYG,Tortoise Energy Infrastructure Corporation
UA,UA,"Under Armour, Inc. Class C"
UAA,UAA,"Under Armour, Inc."
UAN,UAN,"CVR Partners, LP Common"
UBER,UBER,"Uber Technologies, Inc."
UDR,UDR,"UDR, Inc."
UFI,UFI,"Unifi, Inc. New"
UI,UI,Ubiquiti Inc.
UIS,UIS,Unisys Corporation New
UMH,UMH,"UMH Properties, Inc."
UNFI,UNFI,"United Natural Foods, Inc."
UNH,UNH,UnitedHealth Group Incorporated
USAC,USAC,"USA Compression Partners, LP Common"
USDP,USDP,USD Partners LP Common
USX,USX,"U.S. Xpress Enterprises, Inc."
VAL,VAL,Valaris plc
VAPO,VAPO,"Vapotherm, Inc."
VCIF,VCIF,Vertical Capital Income Fund
VCRA,VCRA,"Vocera Communications, Inc."
VCV,VCV,Invesco California Value Municipal Income Trust
VEL,VEL,"Velocity Financial, Inc."
VER,VER,"VEREIT, Inc."
VET,VET,Vermilion Energy Inc. Common (Canada)
VGI,VGI,Virtus Global Multi-Sector Income Fund
VGR,VGR,Vector Group Ltd.
VIST,VIST,"Vista Oil & Gas, S.A.B. de C.V. American"
VJET,VJET,voxeljet AG American
VLRS,VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V. American"
VNE,VNE,"Veoneer, Inc."
VNTR,VNTR,Venator Materials PLC Ordinary
VOYA,VOYA,"Voya Financial, Inc."
VPG,VPG,"Vishay Precision Group, Inc."
VRTV,VRTV,Veritiv Corporation
VSLR,VSLR,"Vivint Solar, Inc."
VSTO,VSTO,Vista Outdoor Inc.
VTOL,VTOL,"Bristow Group, Inc."
VVI,VVI,Viad Corp
VVNT,VVNT,"Vivint Smart Home, Inc. "
VVV,VVV,Valvoline Inc.
VZ,VZ,Verizon Communications Inc.
W,W,Wayfair Inc.
WEC,WEC,"WEC Energy Group, Inc."
WIT,WIT,Wipro Limited
WK,WK,Workiva Inc.
WLK,WLK,Westlake Chemical Corporation
WLKP,WLKP,Westlake Chemical Partners LP Common
WLL,WLL,Whiting Petroleum Corporation
WM,WM,"Waste Management, Inc."
WMB,WMB,"Williams Companies, Inc. (The)"
WMC,WMC,Western Asset Mortgage Capital Corporation
WMK,WMK,"Weis Markets, Inc."
WMS,WMS,"Advanced Drainage Systems, Inc."
WNC,WNC,Wabash National Corporation
WORK,WORK,"Slack Technologies, Inc."
WOW,WOW,"WideOpenWest, Inc."
WPF,WPF,Foley Trasimene Acquisition Corp.
WPG,WPG,Washington Prime Group Inc.
WPM,WPM,Wheaton Precious Metals Corp
WPX,WPX,"WPX Energy, Inc."
WRB,WRB,W.R. Berkley Corporation
WTI,WTI,"W&T Offshore, Inc."
WTRG,WTRG,"Essential Utilities, Inc."
WTTR,WTTR,"Select Energy Services, Inc."
WU,WU,Western Union Company (The)
WYND,WYND,"Wyndham Destinations, Inc."
X,X,United States Steel Corporation
XAN,XAN,Exantas Capital Corp.
XEC,XEC,Cimarex Energy Co
XFLT,XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust
XRX,XRX,Xerox Holdings Corporation
YEXT,YEXT,"Yext, Inc."
YPF,YPF,YPF Sociedad Anonima
YUM,YUM,"Yum! Brands, Inc."
ZEN,ZEN,"Zendesk, Inc."
ZUO,ZUO,"Zuora, Inc."
ZYME,ZYME,Zymeworks Inc.
